name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"The Dominican convent of Poissy, on the Seine, near Paris, probably there by c. 1360 and certainly at Poissy by the late fifteenth century; Tregaskis cat. 466 (June 1900), no. 489, cat. 472 (September 1900), no. 601, and cat. 479 (December 1900), no. 623;",former owner,,,organization;organization,Abbey of St. Louis de Poissy;James & Mary Lee Tregaskis (Firm),Q116869022;Q114242604
"The Dominican convent of Sankt Katharina in Nuremberg (founded 1296, suppressed 1803), with their contemporary inscription inside the upper cover, ""das puch gehort in das Closter zu Sant katharein prediger orden in Nurenberg"" (see below); Alexander Augustus Smets (1795-1862), of Savannah, GA, bought in February 1839 (signature on fol. 1r); his sale, Leavitt, New York, 25 May 1868, lot 1461;",former owner,,,organization,Katharinenkirche,Q1736108
"The Earl of Hopetoun sale (London, 1889, n. 402) to Matthews. Given to the Grolier Club in 1905 by Daniel B. Fearing.",former owner,,,human;human,"John Hope, 1st Marquess of Linlithgow;Daniel B. Fearing",Q335178;Q76009758
"the inscription of 1321 is on fol. 2r); Dr Leander van Ess (1772-1847), of Darmstadt, his no. 36 (label on spine); Sir Thomas Phillipps (1792-1872), bought with the van Ess library in 1824, his MS 421; bought in 1955 by George A. Poole from Messrs. W. H. Robinson, who had acquired the residue of the Phillipps library in 1945-46; acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;human;human;organization,Johann Heinrich van Ess;Thomas Phillipps;George Amos Poole;William H. Robinson Ltd.,Q1810643;Q2147709;Q64683625;Q116786331
"The name ""Arrivabene"" scribbled several times on fol. 100r in a hand of c. 1500, perhaps Giovanni Pietro Arrivabene (1439-1504), humanist and bibliophile, bishop of Urbino, or a member of his family; perhaps from the Benedictine island monastery of San Giorgio Maggiore, in the Venetian Lagoon;",former owner,,,human;organization,Giampietro Arrivabene;San Giorgio Monastery,Q3762550;Q3320338
the present two leaves were bought by George A. Poole in 1954 from C.A. Stonehill; acquired by the Lilly Library with the Poole Collection in 1958.,former owner,,,human;human,Charles Archibald Stonehill;George Amos Poole,Q116869308;Q64683625
"The Scuola di Purificatione della Vergine Maria e di Sancto Zenobio, in Florence (founded 1427, closed c. 1802); Charles Fairfax-Murray (1849-1919), with his booklabel; Charles William Dyson Perrins (1864-1958), with his bookplate and ticket, with numbers ‘36’ and ‘62’; his sale, Sotheby’s, 9 December 1958, lot 18, to Breslauer;",former owner,,,organization;human;human,Compagnia della Purificazione di Maria e di San Zanobi;Charles Fairfax Murray;Charles William Dyson Perrins,Q109376779;Q12062202;Q5083550
"Theobaldus, Episcopus",author,,http://id.loc.gov/authorities/names/nr96002889,human,Theobaldus Episcopus,Q61482423
"Theodore M. Finney, 1972",former owner,,,human,Theodore M. Finney,Q104363138
"Theodore, Bishop of Mopsuestia ca. 350-428 or 9",author,,,human,Theodore of Mopsuestia,Q355664
Theodoret Bishop of Cyrrhus.,author,,,human,Theodoret,Q317029
Theodorus Gaza,author,,,human,Theodoros Gaza,Q287485
"Theodosius, active 1st century B.C",author,"ثاوذوسيوس, active 1st century B.C",,human,Theodosius of Bithynia,Q1266186
Theodulf of Orleans,author,,,human,Theodulf of Orléans,Q534814
Theramo de Jacobus,author,,,human,Jacobus de Theramo,Q112372992
"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children",former owner,,,human,Homer Lewis Bartlett,Q116850379
"This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank.",former owner,,,human,Homer Lewis Bartlett,Q116850379
Thomas a Kempis,author,,,human,Thomas à Kempis,Q220976
Thomas à Kempis,author,,,human,Thomas à Kempis,Q220976
Thomas a` Kempis,author,,,human,Thomas à Kempis,Q220976
Thomas Aquinas,author,,,human,Thomas Aquinas,Q9438
Thomas Aquinas (Thomas de Aquino),author,,,human,Thomas Aquinas,Q9438
"Thomas Aquinas, Saint 1225?-1274.",author,,,human,Thomas Aquinas,Q9438
Thomas Aquinas?,author,,,human,Thomas Aquinas,Q9438
Thomas Bradwardine,author,,,human,Thomas Bradwardine,Q461116
Thomas de Cantimpré ca. 1200-ca. 1272,author,,,human,Thomas of Cantimpré,Q572799
Thomas Hoccleve,author,,,human,Thomas Hoccleve,Q1227741
Thomas of Cantimpré,author,,,human,Thomas of Cantimpré,Q572799
Thomas of Capua,author,,,human,Thomas of Capua,Q2428445
Thomas of Celano,author,,,human,Thomas of Celano,Q354523
Thomas of Hibernia,author,,,human,Thomas de Hibernia,Q7795478
Thomas of Ireland ca. 1265-ca. 1329.,author,,,human,Thomas of Ireland,Q7795517
"Thomas Thorpe, cat. II (1823), no. 5745, and cat. III (1824), no. 16518;",former owner,,,human,Thomas Thorpe,Q94353688
"Thomas, Aquinas, Saint, 1225?-1274",author,,http://id.loc.gov/authorities/names/n78095790,human,Thomas Aquinas,Q9438
"Thomas, de Cantimpré, approximately 1200-approximately 1270",author,,,human,Thomas of Cantimpré,Q572799
"Thomas, de Cantimpré, approximately 1200-approximately 1270",author,,http://id.loc.gov/authorities/names/n89642958,human,Thomas of Cantimpré,Q572799
"Thomas, de Capua, Cardinal, -1243",author,,,human,Thomas of Capua,Q2428445
"Thomas, George C. (George Clifford), 1839-1909",former owner,,,human,George C. Thomas,Q76520101
"Thomson, Thomas",former owner,,http://id.loc.gov/authorities/names/n84136464,human,Thomas Thomson,Q116192647
"Thoresby, Ralph, 1658-1725",former owner,,,human,Ralph Thoresby,Q7288161
"Thorpe, Thomas, 1791-1851",former owner,,,human,Thomas Thorpe,Q94353688
"Thouvin, sieur du Bouillon, lawyer, of Lassay, Maine (central France), 1717 (inscription on flyleaf signed ‘Thibault’), and by descent to Madame Villatte à Lassay; the Rev. Walter Sneyd (1809-1888), who also owned no. 78 above; his sale, Sotheby’s, 16 December 1903, lot 383; Charles William Dyson Perrins (1864–1958), who also owned no. 61 above, with his bookplate,",former owner,,,human;human;human;human,"Thoumin, sieur Du Bouillon;Walter Sneyd;Charles William Dyson Perrins",Q116869180;Q62619661;Q5083550
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,,human,Nasir al-Din al-Tusi,Q302835
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",author,طوسي، نصير الدين محمد بن محمد، 1201-1274,http://id.loc.gov/authorities/names/n82136884,human,Nasir al-Din al-Tusi,Q302835
"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274",former owner,طوسي، نصير الدين محمد بن محمد، 1201-1274،,http://id.loc.gov/authorities/names/n82136884,human,Nasir al-Din al-Tusi,Q302835
Tibullus,author,,,human,Tibullus,Q109598
Tibullus.,author,,,human,Tibullus,Q109598
"to Gabriel Wells; bought by C. L. Ricketts in 1924 from the estate of the bookseller George D. Smith (d. 1920), and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human;human,Gabriel Wells;George D. Smith;Coella Lindsay Ricketts,Q17627120;Q116594130;Q116771179
"to Maggs (their cat. 308, 1913, no. 76, and cat. 341, 1914, no. 235); Herschel V. Jones (1861-1928), of Minneapolis, MN; his sale, Anderson, New York, 29 January 1919, lot 1069a, to Martini, with his collation note; bought by C. L. Ricketts from Martini, cat. 15 (1919), no. 10a, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;human,Maggs Bros Ltd;Herschel V. Jones,Q15067374;Q15485383
"to the Rev. Walter Sneyd (1809-1888); Sneyd’s sale, Sotheby’s, 16 December 1903, lot 805; Leighton cat. 1908, no. 5793; sale at Sotheby’s, 16 May 1955, lot 108; George A. Poole, bought from Lawrence Witten in 1956, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,human;human;human,Walter Sneyd;Laurence Claiborne Witten II;George Amos Poole,Q62619661;Q6500535;Q64683625
"Todd, Albert May, 1850-1931",former owner,,http://id.loc.gov/authorities/names/n95016564,human,Albert M. Todd,Q2638433
"Todd, James Henthorn, 1805-1869",former owner,,http://id.loc.gov/authorities/names/n83148177,human,James Henthorn Todd,Q6135937
"Tolentino, R",former owner,,,human,R. Tolentino,Q114242495
"Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955",former owner,,,human,"Bentley Lyonel John Tollemache, 3rd Baron Tollemache",Q18109261
"Tollemache, Bentley Lyonel John Tollemache, Baron, 1883-1955",former owner,,http://id.loc.gov/authorities/names/nr98037209,human,"Bentley Lyonel John Tollemache, 3rd Baron Tollemache",Q18109261
"Tolomeo, Nado de",author,,,human,Nado de Tolomeo,Q116619991
"Topham, John, 1746-1803",former owner,,,human,John Topham,Q6261025
Torelli family,author,,,organization,Torelli family,Q116707858
"Tornieri, Giacomo",author,,,human,Giacomo Tornieri,Q113804631
Torquato Tasso,author,,,human,Torquato Tasso,Q168962
"Torquemada, Juan de, 1388-1468",author,,http://id.loc.gov/authorities/names/n50049826,human,Juan de Torquemada,Q712941
"Tostius, Johannes",author,,,human,Johannes Tostius,Q116620020
"Traces of a library stamp on f. 1. Acquired from Robson and Kerslake (according to de Ricci) by Daniel B. Fearing of Newport, Rhode Island who gave it to the Grolier Club in 1908.",former owner,,,organization;human,Robson & Kerslake;Daniel B. Fearing,Q116626228;Q76009758
"Traiecto, Petrus de",scribe,,,human,Petrus de Traiecto,Q114242494
"Traversari, Ambrogio 1386-1439.",author,,,human,Ambrose Traversari,Q458842
"Treat, John Harvey, 1839-1908",former owner,,,human,John Harvey Treat,Q94421071
"Trismosin, Salomon",author,,http://id.loc.gov/authorities/names/n86862782,human,Salomon Trismosin,Q3470064
Tristano Caracciolo,author,,,human,Tristano Caracciolo,Q1324187
"Trivet, Nicholas 1258?-1328.",author,,,human,Nicholas Trivet,Q1751724
"Trivet, Nicholas, 1258?-1328",author,,http://id.loc.gov/authorities/names/n85238888,human,Nicholas Trivet,Q1751724
Trotula,author,,,human,Trota of Salerno,Q16206163
"Tuberinus, Joannes Mathias.",author,,,human,Giovanni Mattia Tabarino,Q100153512
"Tūqātī, ʻUbayd Allāh Bektāsh",former owner,توقاتي، عبيد الله بكتاش،,,human,ʻUbayd Allāh Bektāsh Tūqātī,Q116647241
"Turner, Robert S. 1818-1887",former owner,,http://id.loc.gov/authorities/names/no2006119069,human,Robert Samuel Turner,Q105382211
"Twinger, Jakob von Königshofen 1346-1420.",author,,,human,Jakob Twinger von Königshofen,Q74541
Tyrtaeus.,author,,,human,Tyrtaeus,Q316094
"Tzetzes, John 12th cent.",author,,,human,John Tzetzes,Q530515
"Ubaldini, Antonio",former owner,,,human,Antonio Ubaldini,Q116647059
Ubertino da Casale,author,,,human,Ubertino of Casale,Q561667
Uberto Decembrio,author,,,human,Uberto Decembrio,Q670581
"Uffizio della mercanzia (Florence, Italy)",author,,,organization,Uffizio della mercanzia of Florence,Q116709749
Ugo de Balma,author,,,human,Hugh of Balma,Q15090859
Uguccione da Pisa,author,,,human,Huguccio,Q4002974
"Uguccione da Pisa, Bishop of Ferrara d. 1210.",author,,,human,Huguccio,Q4002974
Uguccioni family,author,,,organization,Uguccioni family,Q116710057
Ulrich Richental,author,,,human,Ulrich of Richenthal,Q111865
"Ungelter, Theodoricus",scribe,,,human,Theodoric Ungelter,Q114242493
Universität Wien. Orientalisches Institut,former owner,,http://id.loc.gov/authorities/names/n81108646,organization,Universität Wien. Institut für Orientalistik,Q116706885
"Università de' mercanti (Florence, Italy)",author,,,organization,Uffizio della mercanzia of Florence,Q116709749
"Università de' mercanti (Siena, Italy)",author,,,organization,Università de' mercanti (Siena),Q116710000
"Unknown. Apparently purchased from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542
Unknown. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. From the collection of Karen Keel Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in wife's memory,former owner,,,human,Lewis L. Gould,Q112391468
Unknown. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
"Unknown. Possibly to be identified with purchase from Phillip Pirages, November 1987. From the collection of Karen Keel Gould (1946-2012) Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human;organization,Karen L. Gould;Lewis L. Gould;Phillip J. Pirages Fine Books & Manuscripts,Q6369801;Q112391468;Q116790542
"Unknown. Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Unknown. Purchased by Karen Gould (1946-2012). Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
"Upton, Nicholas 1400?-1457.",author,,,human,Nicholas Upton,Q1217759
Urban V,author,,,human,Urban V,Q133046
Urban VI,author,,,human,Urban VI,Q171626
Urbanus Rhegius,author,,,human,Urbanus Rhegius,Q72662
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294,,human,Safi al-Din al-Urmawi,Q980179
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294,http://id.loc.gov/authorities/names/n81100831,human,Safi al-Din al-Urmawi,Q980179
"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",author,ارموي، عبد المؤمن بن يوسف، approximately 1216-1294,http://id.loc.gov/authorities/names/n81100831,human,Safi al-Din al-Urmawi,Q980179
Usuard,author,,,human,Usuard,Q3552715
Usuardus,author,,,human,Usuard,Q3552715
"Vagad, Gauberte Fabricio de",author,,,human,Gualberto Fabricio de Vagad,Q5613374
Valentin Boltz,author,,,human,Valentin Boltz,Q2508243
"Valera, Cipriano de, 1532?-1625",author,,http://id.loc.gov/authorities/names/n50046665,human,Cipriano de Valera,Q1092753
Valerius Maximus,author,,,human,Valerius Maximus,Q379991
Valerius Maximus.,author,,,human,Valerius Maximus,Q379991
"Valla, Lorenzo 1407-1457.",author,,,human,Lorenzo Valla,Q214115
Valperga (Italy),author,,,organization,Valperga,Q10335
"van Boendale, Jan d. 1365.",author,,,human,Jan van Boendale,Q644173
"van Ess, Leander, 1772-1847",former owner,,,human,Johann Heinrich van Ess,Q1810643
"Vanni, Girolamo",author,,,human,Girolamo di Domenico Vanni,Q116647382
"Vannozzi, Bonifazio",author,,,human,Bonifazio Vannozzi,Q116647584
"Varchi, Benedetto, 1503-1565",author,,,human,Benedetto Varchi,Q176833
"Varchi, Benedetto, 1503-1565",author,,http://id.loc.gov/authorities/names/n80128569,human,Benedetto Varchi,Q176833
"Varro, Marcus Terentius.",author,,,human,Marcus Terentius Varro,Q206119
"Vasilevich, Dionysiĭ",former owner,,,human,Dionysiĭ Vasilevich,Q116646846
"Vecelli, Antonius de",author,,,human,Antonius de Vecelli,Q116648316
"Vega, Lope de, 1562-1635",author,,http://id.loc.gov/authorities/names/n79040104,human,Lope de Vega,Q165257
"Vegetius Renatus, Flavius",author,,http://id.loc.gov/authorities/names/n84238406,human,Publius Flavius Vegetius Renatus,Q4298
"Vegetius Renatus, Flavius.",author,,,human,Publius Flavius Vegetius Renatus,Q4298
"Vegio, Maffeo, 1406 or 1407-1458",author,,http://id.loc.gov/authorities/names/n79108873,human,Maffeo Vegio,Q1372875
"Vegio, Maffeo. Poems. Selections. f.202v-204r",author,,,human,Maffeo Vegio,Q1372875
"Vendramin, Andrea 1392-1478.",author,,,human,Andrea Vendramin,Q495242
"Venetus, Paulus.",author,,,human,Paul of Venice,Q2064265
Venice (Italy),author,,http://id.loc.gov/authorities/names/n79018142,organization,Venice,Q641
Venice (Italy). Senato,author,,,organization,Senate of the Republic of Venice,Q767590
Venice (Republic : To 1797),author,,http://id.loc.gov/authorities/names/n81035331,organization,Republic of Venice,Q4948
Venice (Republic : To 1797). Doge (1501-1521 : Loredan),author,,http://id.loc.gov/authorities/names/no2013091846,human,Leonardo Loredan,Q250210
Venice (Republic : To 1797). Doge (1570-1577 : Mocenigo),author,,http://id.loc.gov/authorities/names/n95007413,human,Alvise I Mocenigo,Q449435
Ventimiglia family,author,,,organization,House of Ventimiglia,Q1069657
Ventura da Bergamo?,author,,,human,Ventura da Bergamo,Q102855745
