genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Morocco bindings (Binding)--19th century,rbbin,,Morocco bindings;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00548;http://id.worldcat.org/fast/1037841,Q12652;Q3538
Morocco bindings (Binding)--20th century,rbbin,,Morocco bindings;Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00548;http://id.worldcat.org/fast/1159810,Q12652;Q5942
muscial,ds-genre,,music (discipline),http://vocab.getty.edu/aat/300417584,Q42404
Music,fast,,Music,http://id.worldcat.org/fast/1423855,Q38506
Music,lcgft,,Music,http://id.worldcat.org/fast/1423855,Q38506
musical,ds-genre,,music (discipline),http://vocab.getty.edu/aat/300417584,Q42404
musical / liturgical,ds-genre,,music (discipline);liturgical texts,http://vocab.getty.edu/aat/300417584;http://vocab.getty.edu/aat/300202991,Q42404;Q38493
Musical notation,aat,,musical notation,http://vocab.getty.edu/aat/300417622,Q38507
Musical notation--11th century,aat,,musical notation;Eleventh century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/908096,Q38507;Q306
Musical notation--Bohemia (Czech Republic)--12th century,aat,,musical notation;Czech Republic--Bohemia;Twelfth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1243096;http://id.worldcat.org/fast/1159791,Q38507;Q4836;Q304
Musical notation--Czech Republic--15th century,aat,,musical notation;Czech Republic;Fifteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1256743;http://id.worldcat.org/fast/923962,Q38507;Q19848;Q154
Musical notation--England--12th century,aat,,musical notation;England;Twelfth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1159791,Q38507;Q320;Q304
Musical notation--England--14th century,aat,,musical notation;England;Fourteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q38507;Q320;Q295
Musical notation--England--15th century,aat,,musical notation;England;Fifteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q38507;Q320;Q154
Musical notation--France--12th century,lcsh,,Musical notation;France;Twelfth century,http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1159791,Q12609;Q152;Q304
Musical notation--France--14th century,aat,,musical notation;France;Fourteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/933420,Q38507;Q152;Q295
Musical notation--France--18th century,aat,,musical notation;France;Eighteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/904058,Q38507;Q152;Q3024
Musical notation--Germany--15th century,aat,,musical notation;Germany;Fifteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q38507;Q3032;Q154
Musical notation--Italy--12th century,aat,,musical notation;Italy;Twelfth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1159791,Q38507;Q249;Q304
Musical notation--Italy--15th century,aat,,musical notation;Italy;Fifteenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q38507;Q249;Q154
Musical notation--Italy--17th century,aat,,musical notation;Italy;Seventeenth century,http://vocab.getty.edu/aat/300417622;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q38507;Q249;Q2771
Musical works,rbgenr,,Musical works,http://id.loc.gov/vocabulary/rbmscv/cv00117,Q17495
Mystery plays,aat,,mystery plays,http://vocab.getty.edu/aat/300055914,Q38508
Mystery plays--England--15th century,aat,,mystery plays;England;Fifteenth century,http://vocab.getty.edu/aat/300055914;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q38508;Q320;Q154
Mystery plays--England--16th century,aat,,mystery plays;England;Sixteenth century,http://vocab.getty.edu/aat/300055914;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q38508;Q320;Q335
mystical,ds-genre,,mysticism,http://vocab.getty.edu/aat/300055967,Q42418
Naskhī,aat,,naskhī,http://vocab.getty.edu/aat/300195195,Q3579
Naskhī,aat,,naskhī,http://vocab.getty.edu/aat/300195195,Q3579
Nastaʻliq,aat,,nastaʻliq,http://vocab.getty.edu/aat/300265532,Q27366
Nautical charts--England--17th century,aat,,nautical charts;England;Seventeenth century,http://vocab.getty.edu/aat/300028325;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663,Q38509;Q320;Q2771
Nautical charts--France--16th century,aat,,nautical charts;France;Sixteenth century,http://vocab.getty.edu/aat/300028325;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q38509;Q152;Q335
Nautical charts--France--17th century,aat,,nautical charts;France;Seventeenth century,http://vocab.getty.edu/aat/300028325;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1113663,Q38509;Q152;Q2771
Nautical charts--Spain--16th century,aat,,nautical charts;Spain;Sixteenth century,http://vocab.getty.edu/aat/300028325;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q38509;Q343;Q335
Nautical charts--Spain--17th century,aat,,nautical charts;Spain;Seventeenth century,http://vocab.getty.edu/aat/300028325;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q38509;Q343;Q2771
Naval history,fast,,Naval history,http://id.worldcat.org/fast/1411632,Q42563
Neo-Latin poems,local,,Neo-Latin poems,http://id.loc.gov/vocabulary/rbmscv/cv01629,Q38510
Neumes,aat,,Neumes,http://id.worldcat.org/fast/1036242,Q5879
Neumes,lcsh,,Neumes,http://id.worldcat.org/fast/1036242,Q5879
notarial documents,aat,,notarial documents,http://vocab.getty.edu/aat/300164785,Q2777
Notarial documents,aat,http://vocab.getty.edu/aat/300164785,notarial documents,http://vocab.getty.edu/aat/300164785,Q2777
Notarial documents,aat,,notarial documents,http://vocab.getty.edu/aat/300164785,Q2777
Notarial documents--France--16th century,aat,,notarial documents;France;Sixteenth century,http://vocab.getty.edu/aat/300164785;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q2777;Q152;Q335
Notarial documents--Italy--14th century,aat,,notarial documents;Italy,http://vocab.getty.edu/aat/300164785;http://id.worldcat.org/fast/1204565,Q2777;Q249
Notarial documents--Italy--15th century,aat,,notarial documents;Italy;Fifteenth century,http://vocab.getty.edu/aat/300164785;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q2777;Q249;Q154
Notebooks,aat,,notebooks,http://vocab.getty.edu/aat/300264354,Q27305
Notebooks--France--16th century,aat,,notebooks;France;Sixteenth century,http://vocab.getty.edu/aat/300264354;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q27305;Q152;Q335
Notebooks--Turkey--18th century,lcsh,,Notebooks;Turkey;Eighteenth century,http://id.worldcat.org/fast/1919944;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/904058,Q27048;Q4294;Q3024
Notes (documents),aat,,notes (documents),http://vocab.getty.edu/aat/300027200,Q17509
Notes (documents),openn-form/genre,,notes (documents),http://vocab.getty.edu/aat/300027200,Q17509
Nouvelles,rvmgf,,Short stories,http://id.worldcat.org/fast/1726740,Q48726
Novellas--Italy--15th century,aat,,novellas;Italy;Fifteenth century,http://vocab.getty.edu/aat/300202569;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q38511;Q249;Q154
Novellas--Italy--15th century,,,novellas;Italy;Fifteenth century,http://vocab.getty.edu/aat/300202569;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q38511;Q249;Q154
Numbers,rbmscv,,Numbers (Provenance),http://id.loc.gov/vocabulary/rbmscv/cv00020,Q5864
Numbers (Provenance),rbprov,,Numbers (Provenance),http://id.loc.gov/vocabulary/rbmscv/cv00020,Q5864
Oaths,aat,,oaths,http://vocab.getty.edu/aat/300027206,Q7362
Onlays,lobt,,onlays (decorative components),http://w3id.org/lob/concept/1462,Q3046
Onlays (decoration),lobt,,onlays (decorative components),http://w3id.org/lob/concept/1462,Q3046
Onlays (decoration),openn-form/genre,,onlays (decorative components),http://w3id.org/lob/concept/1462,Q3046
Onlays (decorative components),lobt,,onlays (decorative components),http://w3id.org/lob/concept/1462,Q3046
Onlays (decorative components),openn-form/genre,,onlays (decorative components),http://w3id.org/lob/concept/1462,Q3046
Orations,aat,,orations,http://vocab.getty.edu/aat/300026674,Q4918
ordinals,aat,,ordinals,http://vocab.getty.edu/aat/300211649,Q38513
Ordinals,aat,,ordinals,http://vocab.getty.edu/aat/300211649,Q38513
Ordinances,aat,,ordinances,http://vocab.getty.edu/aat/300027895,Q4156
Outlines (documents),aat,http://vocab.getty.edu/aat/300027207,outlines (documents),http://vocab.getty.edu/aat/300027207,Q27228
Outlines and syllabi,fast,http://id.worldcat.org/fast/1423836,Outlines and syllabi,http://id.worldcat.org/fast/1423836,Q27101
Outlines and syllabi,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026136,Outlines and syllabi,http://id.worldcat.org/fast/1423836,Q27101
Painted (decoration),lobt,,painted (decoration),http://w3id.org/lob/concept/2325,Q26732
Painted bindings (Binding)--France--16th century,,,Painted bindings;France;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00579;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q38514;Q152;Q335
Painted books,rbmscv,,Painted books,http://id.loc.gov/vocabulary/rbmscv/cv01666,Q12662
Paintings (visual works),aat,,paintings (visual works),http://vocab.getty.edu/aat/300033618,Q265
Palimpsest,aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
palimpsests,aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
Palimpsests,aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
Palimpsests,lcsh,,Palimpsests,http://id.worldcat.org/fast/1051671,Q16326
palimpsests (manuscripts),aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
Palimpsests (manuscripts),aat,http://vocab.getty.edu/aat/300028576,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,Q156
Palm leaf,aat,,palm leaf (material),http://vocab.getty.edu/aat/300011894,Q38515
Palm leaf--Burma--18th century,aat,,palm leaf (material);Burma;Eighteenth century,http://vocab.getty.edu/aat/300011894;http://id.worldcat.org/fast/1207835;http://id.worldcat.org/fast/904058,Q38515;Q26915;Q3024
Palm-leaf manuscripts,lcsh,,Palm-leaf manuscripts,http://id.worldcat.org/fast/1051770,Q38516
Palm leaf--Sri Lanka--18th century,aat,,palm leaf (material);Sri Lanka;Eighteenth century,http://vocab.getty.edu/aat/300011894;http://id.worldcat.org/fast/1208730;http://id.worldcat.org/fast/904058,Q38515;Q27425;Q3024
Pamphlets,fast,,Pamphlets,http://id.worldcat.org/fast/1423837,Q4777
Panel-stamped bindings,rbmscv,,Panel-stamped bindings,http://id.loc.gov/vocabulary/rbmscv/cv00441,Q16324
Papal briefs,aat,,papal briefs,http://vocab.getty.edu/aat/300152022,Q6944
Papal documents,fast,(OCoLC)fst01423838,Papal documents,http://id.worldcat.org/fast/1423838,Q4217
Papal documents,fast,,Papal documents,http://id.worldcat.org/fast/1423838,Q4217
Papal documents,lcgft,,Papal documents,http://id.worldcat.org/fast/1423838,Q4217
Paper,aat,,paper (fiber product),http://vocab.getty.edu/aat/300014109,Q3526
Paper bindings (Binding),rbbin,,Paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00488,Q5911
Papyri,aat,,papyri (manuscripts),http://vocab.getty.edu/aat/300055047,Q38517
Paraphrases,fast,,Paraphrases,http://id.worldcat.org/fast/1423839,Q5830
paratextual,ds-genre,,Paratext,http://id.worldcat.org/fast/1741298,Q42417
Parchment,aat,,parchment (animal material),http://vocab.getty.edu/aat/300011851,Q12611
Parchment (Paper),rbpap,,Parchment (Paper),http://id.loc.gov/vocabulary/rbmscv/cv01678,Q11126
Parliamentary papers,aat,,parliamentary papers,http://vocab.getty.edu/aat/300027915,Q38518
passionals,aat,,passionals,http://vocab.getty.edu/aat/300026474,Q42556
Passion plays,aat,,passion plays,http://vocab.getty.edu/aat/300055915,Q7135
Passion plays--Italy--15th century,rbgenr,,Passion plays;Italy;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01694;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q42584;Q249;Q154
Pasteboard,rbmscv,,Pasteboard,http://id.loc.gov/vocabulary/rbmscv/cv00622,Q16370
Pasteboards,lobt,,paste-laminate board (material),http://w3id.org/lob/concept/1492,Q27422
Pastedowns,aat,,pastedowns,http://vocab.getty.edu/aat/300208775,Q8024
Pastedowns,lobt,,pastedowns (features),http://w3id.org/lob/concept/1493,Q27193
Pastedowns--England,aat,,pastedowns;England,http://vocab.getty.edu/aat/300208775;http://id.worldcat.org/fast/1219920,Q8024;Q320
Pastedowns--Italy,aat,,pastedowns;Italy,http://vocab.getty.edu/aat/300208775;http://id.worldcat.org/fast/1204565,Q8024;Q249
Paste paper bindings,rbmscv,,Paste paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00498,Q5821
Paste paper bindings (Binding),rbbin,,Paste paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00498,Q5821
pastoral,ds-genre,,pastors (clergy),http://vocab.getty.edu/aat/300025771,Q42402
pastoral / liturgical,ds-genre,,pastors (clergy);liturgical texts,http://vocab.getty.edu/aat/300025771;http://vocab.getty.edu/aat/300202991,Q42402;Q38493
pastoral / theological,ds-genre,,pastors (clergy);theology,http://vocab.getty.edu/aat/300025771;http://vocab.getty.edu/aat/300054313,Q42402;Q42400
pastoral / theological / liturgical,ds-genre,,pastors (clergy);theology;liturgical texts,http://vocab.getty.edu/aat/300025771;http://vocab.getty.edu/aat/300054313;http://vocab.getty.edu/aat/300202991,Q42402;Q42400;Q38493
Pastoral poetry,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026476,Pastoral poetry,http://id.worldcat.org/fast/1054630,Q38519
Peciae,aat,,peciae,http://vocab.getty.edu/aat/300207627,Q38520
Peciae--Italy--13th century,aat,,peciae;Italy;Thirteenth century,http://vocab.getty.edu/aat/300207627;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1150138,Q38520;Q249;Q245
Peciae--Italy--14th century,aat,,peciae;Italy;Fourteenth century,http://vocab.getty.edu/aat/300207627;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/933420,Q38520;Q249;Q295
Peciae marks,local,,Pecia,http://id.worldcat.org/fast/1056311,Q38521
Pen and wash drawings,aat,,pen and wash drawings,http://vocab.getty.edu/aat/300266219,Q3053
Penitentials,aat,,penitentials,http://vocab.getty.edu/aat/300211673,Q7093
Penmanship manuals--Austria--15th century,rbgenr,,Penmanship manuals;Austria;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01179;http://id.worldcat.org/fast/1204901;http://id.worldcat.org/fast/923962,Q38522;Q2798;Q154
Penmanship manuals--Spain--16th century,rbgenr,,Penmanship manuals;Spain;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01179;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q38522;Q343;Q335
Penmanship specimen books--16th century,lcsh,,Penmanship specimen books;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1119851,Q38523;Q335
Penmanship specimen books--England--16th century,rbgenr,,Penmanship specimen books;England;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q38523;Q320;Q335
Penmanship specimen books--Germany--16th century,rbgenr,,Penmanship specimen books;Germany;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1119851,Q38523;Q3032;Q335
Penmanship specimen books--Germany--16th century,,,Penmanship specimen books;Germany;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1119851,Q38523;Q3032;Q335
Penmanship specimen books--Italy--16th century,rbgenr,,Penmanship specimen books;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q38523;Q249;Q335
Penmanship specimen books--Italy--16th century,,,Penmanship specimen books;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q38523;Q249;Q335
Penmanship specimen books--Italy--17th century,rbgenr,,Penmanship specimen books;Italy;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q38523;Q249;Q2771
Penmanship specimen manuals,aat,,Penmanship specimen books,http://id.loc.gov/vocabulary/rbmscv/cv01708,Q38523
Penmanship specimen manuals--Italy--16th century,aat,,Penmanship specimen books;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01708;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q38523;Q249;Q335
Personal correspondence,lcgft,http://id.loc.gov/authorities/genreForms/gf2014026141,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912
Personal correspondence,fast,(OCoLC)fst01919948,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912
Personal correspondence,lcgft,,Personal correspondence,http://id.worldcat.org/fast/1919948,Q5912
