title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Raihei Kanshi shashin /,来聘韓使写真 /,,,Raihei Kanshi shashin
Rāmacandraprokta Lakṣmīstavarāja,रामचन्द्रप्रोक्त लक्ष्मीस्तवराज,Puranas,,Puranas
Rāmagītā,रामगीता,Puranas,,Puranas
Rāmahṛdayastotra,रामहृदयस्तोत्र,Puranas,,Puranas
Rāmamānasapūjā,,Pāñcarātra,,Pāñcarātra
Rāmasahasranāmastotra,रामसहस्रनामस्तोत्र,Puranas,,Puranas
Rāmastavarājastotra,रामस्तवराजस्तोत्र,Pāñcarātra,,Pāñcarātra
Rāmāṣṭottaraśatanāma,रामाष्टोत्तरशतनाम,Puranas,,Puranas
Rāmatriśatanāmastotra,गायत्रीसहस्रनामस्तोत्र,Tantras,,Tantras
Rāmotaratāpatiya,,Atharvaṇarahasya,,Atharvaṇarahasya
"Ranulph Higden, Polychronicon Translation by John Trevisa",,,,Polychronicon
Rāsakrīḍā,रासक्रीडा,Puranas,पुराण,Puranas
Ratiffication pour noble Gaolon Garnier dit de la Galliniere,,,,Ratification
Rationale divinorum officiorum,,,,Rationale divinorum officiorum
Rātrisūkta,रात्रिसूक्त,Vedas,,Vedas
Rātrisūktam,,Vedas,,Vedas
Rawḍat al-adhhān fī maʻrifat tashrīḥ badan al-insān,روضة الاذهان في معرفة تشريح بدن الانسان.,Tashrīḥ-i Manṣūrī,تشريح منصورى,Tashrīḥ-i Manṣūrī
Rawḍat al-adhhān fī maʻrifat tashrīḥ badan al-insān,روضة الاذهان في معرفة تشريح بدن الانسان.,Tashrīḥ-i Manṣūrī,تشريح منصورى,Tashrīḥ-i Manṣūrī
Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā /,ريحانة الالبا وزهرة الحياة الدنيا /,,,Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā
Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā /,ريحانة الالبا وزهرة الحياة الدنيا /,,,Rayḥānat al-alibbā wa-zahrat al-ḥayāh al-dunyā
Rayḥānat murtāḥ min Kitāb Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ
Rayḥānat murtāḥ min Kitāb Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ,,Rayḥān al-arwāḥ
"Razmnama Leaf, A King Asks a Sage to Help Find His Lost Son; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bharata Begs Rama, Sita, and Lakshmi to Return from Exile; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Slaughters Seven Hundred Elephants with His Mace; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Slays Archers Led by Duryodhana; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhima Tries to Lift Hanuman's Tail; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Bhishma Instructs Yudhishthira in the Principles of the Sankhya System of Philosophy; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Dhritarashtra Crushes the Iron Statue Brought in Bhima's Stead; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Drona's Son Ashvatthaman Unleashes the Flaming Narayanastra at the Pandavas; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Hindu and Muslim Scholars Translate the Mahabharata from Sanskrit into Persian; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Kalakavrikshiya Informs Kshemadarshin about the Treachery in His Kingdom; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Karna Slays the Kaikeya Prince Vishoka; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, King Dhritarashtra Summons the Sage Sanjaya; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Parashurama Prepares Bhishma to Battle for the Hand of Princess Amba; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Sage Brihaspati Describes the Evils of Anarchy to King Vasumanas; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Cloud Kundadhara Bestows Virtue on a Brahman; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Fateful Game of Dice; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Fifth Day of Battle; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The First Day of Battle; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Gods Arrive to Escort King Ikshvaku and the Pious Brahman to Heaven; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Importance of Honoring One's Teacher; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Monkeys and Bears Construct a Bridge to Lanka; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The River Goddess Ganga Explains Why Trees Are Uprooted while Reeds Are Not; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, The Sarngaka Birds Survive the Burning of the Khandava Forest; Razmnama Leaf",,,,Razmnama leaf
"Razmnama Leaf, Yudhishthira and Draupadi Give Away Their Possessions to Brahmans; Razmnama Leaf",,,,Razmnama leaf
Re'gime du corps,,,,Régime du corps
"Reading of the Carta Forestae in the Red Book of the Exchequer. Followed by The Charge of Swainmote Court (fol. 42v-44r) written by a second hand in three sections, for a total of thirty-nine provisions",,,,Reading of the Carta Forestae in the Red Book of the Exchequer
Readings on Statutes,,,,Statutes
Receipt,,,,Receipts
"Receipt, 1401 July 26, of Pierre de Traville from Guillaument le Moine",,,,Receipt
"Receipt, 1401 July 26, of Pierre de Traville from Guillaument le Moine]",,,,Receipt
"Receipt, 1440 March 5, of Marie of Cleves for Pierre Sauvage, Blois, France",,,,Receipt
"Receipt, 1462 July 14, by Charles, Duke of Orleans' Valet, Blois, France",,,,Receipt
"Receipt, 1486 July 16, for the final payment of the settlement of the late King Louis XI",,,,Receipt
"Receipt, 1649 July 5, recording payment from Thomas Fauconberge, Receiver General for the Public Revenue, for charcoales provided and delivered for fuell to the house of Peers",,,,Receipt
"Receipt, 1671 June 5, acknowledging payment due anually to Apsley as Master of His Majesty's Hawks from Lawrence Squibb, a Teller of the Exchequer; registered 1671 July 4",,,,Receipt
"Receipt, 1672 December 30, for an annuity; dated at the head 1678 April 18",,,,Receipt
Receipt against sickness that comes of cold,,,,Receipt
Receipt book,,,,Receipts
"Receipt for 180 livres, 1664 August 11, France",,,,Receipt
Receipt for the brewing tax (ζυτηρά),,,,Tax receipt
Receipt for the brewing tax (ζυτηρά),,,,Tax receipt
"Receipt from Luytghart Mertens in Flemish, Bethlehem near Louvain",,,,Receipt
"Receipts, 1600 April? 13, Episcopal palace, Paris, for la somme de 39 escus",,,,Receipts
Rechnung vom Schiffmeister Ampt,,,,Invoice
Recipe against worms,,,,Medicine miscellany
Recognizance,,,,Recognizance
"Recognoyssenssas et fieux novels appertenens al noble Joham de Vernoils, seigneur de Peyrat et conseigneur de Pompinhan an los locs de Pompinhan et de Gresolas",,,,Notarial documents
Reconoychenssas de Salelas e de Lemosis,,,,Reconoychenssas
"Record of an Agreement made in the Queen's Court, Westminster, 1572",,,,Records
Record of the heresy trial of Johann von Wesel,,,,Records
"Records of agreements between members of the Bragadin family, regarding property and obligations",,,,Family documents
Records of lawsuit,,,,Records
"Records of the Priorista of the city of Florence, 1282-1509",,,,Records
Recueil de diverses recettes médécinales,,,,Medicine miscellany
Recueil de diverses recettes médécinales,,,,Medicine miscellany
Regensburg indulgence,,,,Indulgence
Regiment of princes,,De regimine principum,,De regimine principum
Regiment of princes,,,,De regimine principum
Register Brevium,,,,Register Brevium
Register of accounts,,,,Accounts book
"Register of families serving as members of the Nuremberg Council (eighty-five), other office-holding families (twenty-three), and other influential families (twenty-eight), with descriptions of their coats of arms and other information culled from annals, church memorials, and other archival records from the 12th-17th centuries",,,,Archival records from the 12th-17th centuries
Register of writs,,,,Writs
Registre des marches passes pour la reconstruction et les restaurations du chateau de Cancon,,,,Registre des marches passes pour la reconstruction et les restaurations
Registro del peage d'Arle,,,,Registro del peage d'Arle
"Registro di lettere di monsignore archivescovo di Rossana che fu poi Papa Urbano Settimo della sua nunciatura di Spagna sotto Pio Quarto, Pio Quinto, e Gregorio Decimoterzo",,,,Registro di lettere
Registrum Alphabeticum super octo libros Ptolomei Incipit feliciter,,,,Registrum Alphabeticum
Registrum aplphabeticum super octo libros Ptolomei,,,,Registrum Alphabeticum
"Registrum brevium, in Latin and French",,,,Register Brevium
Registrum brevium and other legal texts,,,,Legal texts
Registrum epistolarum (Register of Letters),,,,Registrum epistolarum
Registrum ordinis Cysterciensis,,,,Registrum ordinis Cysterciensis
Regla de la Cofradia de Santa Ana,,,,Regla de la Cofradia de Santa Ana
Regla de la orden serafica de san francisco,,,,Regla de la orden serafica de san francisco
Regolatori delle entrate e delle uscite order,,,,Regulations
"Regula, with Latin commentary",,,,Regula
Regulae artificialis memoriae,,,,Regulae
Regulae de longis et brevibus syllabis,,,,Regulae
Regulae grammaticales,,,,Regula
Regulae parvorum,,,,Regula
Regula et catalogus fratrum et sororum congregationis S. Bernardini Senensis,,,,Rule and catalog of congregation
"Regularium scilicet communium sententiarum Index ex utroque Iure Canonico ac Civili selectus ordine alphabetico digestus, 1596",,,,Regularium
Regulations for mills and bakeries,,,,Regulations
Reisen durch das gelobte Land,,Itinerarium.,,Itinerary
Relacion de la manera et forma que tienen en España en su justicia civil y criminal,,,,Relacion de la manera et forma
Relacion del comercio de las Indias,,,,Relacion del comercio de las Indias
Relación del descubrimiento y conquista Delos Reinos del Piru...,,,,Relación del descubrimiento y conquista Delos Reinos
Relatione del stato di Milano,,,,Relatione del stato di Milano
"Relatione di Messer Vincenzo Fidele ritornato ambasciatore per la serenissima signoria di Venetia dal Signor Duca di Fiorenza, del Conte Filippo Maria Anguissola",,,,Report
Relatione di Savoia del Clarissimo Gio. Cornero al tempo del Duca Emanuel Filiberto,,,,Report
"Relation of France, together with his negotiations",,,,Negotiations
Relazione d'Inghilterra,,,,Relazione d'Inghilterra
Release and quitclaim by Hugh son of Simon of Rodes,,,,Release and quitclaim
Release and quitclaim by Hugh son of Simon of Rodes],,,,Release and quitclaim
Religiosorum status triplex,,,,Religiosorum status triplex
Religious manual,,,,Religious manual
Religious prose and verse,,,,Religious prose and verse
Religious text,,,,Religious text
Religious verse,,,,Religious verse
Renaissance miscellany,,,,Miscellany
Rental agreement for property in Bonana,,,,Agreement
Repartimientto de las tierras de Écija quando segano delos moros,,,,Repartimientto de las tierras
Repartimientto de las tierras de Écija quando segano delos moros,,,,Repartimientto de las tierras
Repertorium juris civilis (Catalog of Civil Law),,,,Repertorium juris civilis
"Report, 1667 September 18, London of a meeting ordering Dutch prisoners in Devon and Cornwall to be sent to workhouses, each man to be supported by his Magesties commisioners for Prisoners at War",,,,Report on Dutch prisoners in London
Report of a miracle,,,,Miracles
Report on Switzerland,,,,Report on Switzerland
Report on the conclave electing Alexander VII,,,,Report on the conclave electing Alexander VII
"Reports, letters, discourses and treaties",,,,Reports;Letters;Discourses;Treaties
Requesens family papers,,,,Family documents
Requiem Mass and Office for the dead,,,,Office for the dead
"Rerum vulgarium fragmenta, etc",,Rime,,Rerum vulgarium fragmenta
"Rerum vulgarium fragmenta, etc",,,,Rerum vulgarium fragmenta
"Rerum vulgarium fragmenta, etc.",,,,Rerum vulgarium fragmenta
"Rerum vulgarium fragmenta, etc.",,Rime,,Rerum vulgarium fragmenta
Reshut le-nishmat le-Fesah leha-R. Binyamin,רשות לנשמת לפסח לה״ר בנימין.,Siddur (Roman rite).,סידור.,Siddur
Responsorium,,,,Responsorium
Revelation 1:20 - 2:17,,,,Bible;Apocalypse
Revelations,,,,Bible;Apocalypse
Revelations /,,Revelationes.,,Revelations
R̥gveda,,Vedas,,Vedas
R̥gvedapadapāṭha,,Vedas,,Vedas
Ṛgvedasaṃhitā,ऋग्वेदसंहिता,Vedas,,Vedas
R̥gvedasamhitā aṣṭaka 3,,Vedas,,Vedas
R̥gvedasamhitāṣṭaka 8,,Vedas,,Vedas
Rhetorica ad Herennium,,,,Rhetorica ad Herennium
Rhyming verse,,,,Poems
Ricettario,,,,Recipes
Riḥlat al-Amīr ʻAbd al-Qādir al-Jazāʼirī wa-ʻArūḍ wa-ghayrihi adab,رحلة الامير عبد القادر الجزائري وعروض وغيره ادب.,,,Riḥlat al-Amīr ʻAbd al-Qādir al-Jazāʼirī wa-ʻArūḍ wa-ghayrihi adab
Riḥlat al-Amīr ʻAbd al-Qādir al-Jazāʼirī wa-ʻArūḍ wa-ghayrihi adab,رحلة الامير عبد القادر الجزائري وعروض وغيره ادب.,,,Riḥlat al-Amīr ʻAbd al-Qādir al-Jazāʼirī wa-ʻArūḍ wa-ghayrihi adab
Riḥlat al-shitāʼ wa-al-ṣayf /,رحلة الشتاء والصيف /,,,Riḥlat al-shitāʼ wa-al-ṣayf
Riḥlat al-shitāʼ wa-al-ṣayf /,رحلة الشتاء والصيف /,,,Riḥlat al-shitāʼ wa-al-ṣayf
Riḥlat sayyid al-ṭarīqah wa-qaʻdat al-Sharīʻah wa-al-Ḥaqīqah,رحلة سيد الطريقة وقعدة الشريعة والحقيقة.,Riḥlah al-Nāṣirīyah,رحلة الناصرية,Riḥlah al-Nāṣirīyah
Riḥlat sayyid al-ṭarīqah wa-qaʻdat al-Sharīʻah wa-al-Ḥaqīqah],رحلة سيد الطريقة وقعدة الشريعة والحقيقة.,Riḥlah al-Nāṣirīyah,رحلة الناصرية,Riḥlah al-Nāṣirīyah
Rime,,,,Rime
Rime burlesche,,,,Poetry
Rime disperse,,,,Rime disperse
"Ripley (?), alchemical scroll",,,,Alchemical work
Risālah al-dāmighah lil-fāsiq ... etc,رسالة الدامغة للفاسق ... الخ..,,,Risālah al-dāmighah lil-fāsiq
Risālah al-dāmighah lil-fāsiq ... etc,رسالة الدامغة للفاسق ... الخ..,,,Risālah al-dāmighah lil-fāsiq
Risālah bar usṭurlāb,رساله بر اسطرلاب.,,,Risālah bar usṭurlāb
Risālah dar hayʼat,رساله در هيئت.,Risālah fī al-hayʼah.,رسالة في الهيئة.,Risālah fī al-hayʼah
Risālah dar hayʼat. [Sharḥ-i Risālah dar hayʼat,رساله در هيئت. شرح رساله در هيئت.,,,Sharḥ-i Risālah dar hayʼat
Risālah dar hayʼat. [Sharḥ-i Risālah dar hayʼat],رساله در هيئت. شرح رساله در هيئت.,,,Sharḥ-i Risālah dar hayʼat
Risālah dar hayʼat],رساله در هيئت.,Risālah fī al-hayʼah.,رسالة في الهيئة.,Risālah fī al-hayʼah
Risālah dar ʻIlm-i hayʼat,رساله در علم هيئت.,Risālah fī al-hayʼah.,رسالة في الهيئة.,Risālah fī al-hayʼah
Risālah fī al-hayʼah al-falakīyah,رسالة في الهيئة الفلكية.,,,Risālah fī al-hayʼah al-falakīyah
Risālah fī al-ḥisāb ... etc,رسالة في الحساب ... الخ.,,,Risālah fī al-ḥisāb
Risālah fī al-waqf,رسالة في الوقف.,,,Risālah fī al-waqf
Risālah fī al-waqf,رسالة في الوقف.,,,Risālah fī al-waqf
Risālah fī al-ʻamal bi-dāyirat al-muʻaddal fī al-bilād jamīʻan wa-kayfīyat istikhrāj al-ḥiṣaṣ wa-al-aʻmāl ... etc,"رسالة في العمل بدايرة المعدل في البلاد جميعا وكيفية استخراج الحصص والاعمال
				... الخ.",,,Risālah fī al-ʻamal bi-dāyirat al-muʻaddal fī al-bilād jamīʻan wa-kayfīyat istikhrāj al-ḥiṣaṣ wa-al-aʻmāl
Risālah fī al-ʻamal bi-dāyirat al-muʻaddal fī al-bilād jamīʻan wa-kayfīyat istikhrāj al-ḥiṣaṣ wa-al-aʻmāl ... etc,"رسالة في العمل بدايرة المعدل في البلاد جميعا وكيفية استخراج الحصص والاعمال
				... الخ.",,,Risālah fī al-ʻamal bi-dāyirat al-muʻaddal fī al-bilād jamīʻan wa-kayfīyat istikhrāj al-ḥiṣaṣ wa-al-aʻmāl
Risālah fī bayān aqsām al-ḥadīth ... etc,رسالة في بيان اقسام الحديث ... الخ.,,,Risālah fī bayān aqsām al-ḥadīth
Risālah fī faḍāʼil ahl al-bayt /,رسالة في فضائل اهل البيت /,,,Risālah fī faḍāʼil ahl al-bayt
Risālah fī faḍāʼil ahl al-bayt /,رسالة في فضائل اهل البيت /,,,Risālah fī faḍāʼil ahl al-bayt
Risālah fī rumūz kutub al-ḥadīth /,رسالة في رموز كتب الحديث /,Ḍawʼ al-qabas al-munīr li-rumūz rijāl al-Jāmiʻ al-ṣaghīr,ضوء القبس المنير لرموز رجال الجامع الصغير,Ḍawʼ al-qabas al-munīr li-rumūz rijāl al-Jāmiʻ al-ṣaghīr
Risālah fī tafsīr baʻḍ al-āyāt al-sharīfah,رسالة في تفسير بعض الايات الشريفة.,,,Risālah fī tafsīr baʻḍ al-āyāt al-sharīfah
