title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Śivaprāsādapiṇḍikā pratiṣṭhāpaddhati,शिवप्रासादपिण्डिका प्रतिष्ठापद्धति,,,,,Śivaprāsādapiṇḍikā pratiṣṭhāpaddhati
Śivapūjā,शिवपूजा,,,,,Śivapūjā
Śivapūjāmāhātmya,शिवपूजामाहात्म्य,,,,,Śivapūjāmāhātmya
Śivapūjāpaddhati,शिवपूजापद्धति,,,,,Śivapūjāpaddhati
Śivarahasya,शिवरहस्य,,,,,Śivarahasya
Śivarahasya dvādaśāṃśa,शिवरहस्य,,,,,Śivarahasya dvādaśāṃśa
Śivarahasyasthavacanasaṃgraha,शिवपूजावचनसंग्रह,Puranas,,,Puranas,
Śivarātrikathodyāpanapūjā,शिवरात्रिकथोद्यापनपूजा,Puranas,,,Puranas,
Śivarātrikathā,शिवरात्रिकथा,Puranas,,,Puranas,
Śivasahasranāma,शिवसहस्रनाम,Puranas,,,Puranas,
Śivasahasranāma,शिवसहस्रनाम,Śivasahasranāma,शिवसहस्रनाम,,Śivasahasranāma,
Śivasahasranāma,शिवसहस्रनाम,,,,,Śivasahasranāma
Śivasahasranāmakathana,शिवसहस्रनामकथन,,,,,Śivasahasranāmakathana
Śivasahasranāman,शिवसहस्रनामन्,Puranas,,,Puranas,
Śivasahasranāman,शिवसहस्रनामन्,,,,,Puranas
Śivasahasranāmastotra,शिवसहस्रनामस्तोत्र,Puranas,,,Puranas,
Śivasahasranāmastotra,शिवसहस्रनामस्तोत्र,Tantras,,,Tantras,
Śivasahasranāmāvalī,शिवसहस्रनामावली,Puranas,,,Puranas,
Śivasahasranāmāvalī,शिवसहस्रनामावली,,,,,Puranas
Śivasahasranānmāvalistotra,शिवसहस्रनान्मावलिस्तोत्र,,,,,Śivasahasranānmāvalistotra
Śivastotra,शिवस्तोत्र,,,,,Śivastotra
Śivatāṇḍava,शिवताण्डव,,,,,Śivatāṇḍava
Śivatāṇḍava,शिवताण्डव,Puranas,,,Puranas,
Śivatāṇḍavanṛtya,शिवताण्डवनृत्य,,,,,Śivatāṇḍavanṛtya
Śivatāṇḍavastava,शिवताण्डवस्तव,Puranas,,,Puranas,
Śivavarmakathana,शिववर्मकथन,Puranas,,,Puranas,
Śivaśasahasranāmakathana,शिवशसहस्रनामकथन,Tantras,,,Tantras,
Śivājñā,शिवाज्ञा,,,,,Śivājñā
Śivānandalaharīstotra,शिवानन्दलहरीस्तोत्र,,,,,Śivānandalaharīstotra
Śivāparādhastotra,शिवापराधस्तोत्र,,,,,Śivāparādhastotra
Śivāpāmārjana,शिवापामार्जन,Puranas,,,Puranas,
Śivārcanacandrikā,शिवार्चनचन्द्रिका,,,,,Śivārcanacandrikā
Śivārcanadīpikā,शिवार्चनदीपिका,,,,,Śivārcanadīpikā
Śivārcanapaddhati,शिवार्चनपद्धति,,,,,Śivārcanapaddhati
Śivāryā,शिवार्या,Āryaśataka,,,Āryaśataka,
Śivāṣṭottaraśatanāmāvalī,शिवाष्टोत्तरशतनामावली,,,,,Śivāṣṭottaraśatanāmāvalī
Śiśupālavadha,शिशुपालवध,,,,,Śiśupālavadha
Śiśupālavadha,शिशुपालवध,Śiśupālavadha,,,Śiśupālavadha,
Ślokapañcāsīkā,श्लोकपञ्चासिक,Caurapañcāśikā,,,Caurapañcāśikā,
Śrautasiddhānta,श्रौतसिद्धान्त,,,,,Śrautasiddhānta
Śrautasūtrapūrvaṣaṭka,सूत्रपूर्वषट्क,Āśvalāyanaśrautasūtra,,,Āśvalāyanaśrautasūtra,
Śravaṇadvādaśīpūjā,श्रवणद्वादशीपूजा,,,,,Śravaṇadvādaśīpūjā
Śravaṇadvādaśīvrata,श्रवणद्वादशीव्रत,Puranas,,,Puranas,
Śravaṇadvādaśīvrata,श्रवणद्वादशीव्रत,,,,,Puranas
Śravaṇadvādaṣīvratakathā,श्रवणद्वादशीव्रतकथा,Puranas,,,Puranas,
Śreḍhīvyavahāra,श्रेढीव्यवहार,Līlāvatī,,,Līlāvatī,
Śrutabodha,श्रुतबोध,,,,,Śrutabodha
Śrutibodhaṭīkā,श्रुतिबोधटीका,Śrutabodhaṭīkā,,,Śrutabodhaṭīkā,
Śrutirahasya,श्रुतिरहस्य,,,,,Śrutirahasya
Śrāddhacandrikānukramaṇikā,श्राद्धचन्द्रिकानुक्रमणिका,,,,,Śrāddhacandrikānukramaṇikā
Śrāddhakalpa,श्राद्धकल्प,,,,,Śrāddhakalpa
Śrāddhasaṃgraha,श्राद्धसंग्रह,,,,,Śrāddhasaṃgraha
Śrāddhasaṃkalpa,श्राद्धसंकल्प,,,,,Śrāddhasaṃkalpa
Śrāddhasaṃkalpavidhi,श्राद्धसंकल्पविधि,,,,,Śrāddhasaṃkalpavidhi
Śrāddhavidhi,श्राद्धविधि,,,,,Śrāddhavidhi
Śrāddhādhikāra,श्राद्धाधिकार,,,,,Śrāddhādhikāra
Śrāddhāsaṃkalpa,श्राद्धासंकल्प,,,,,Śrāddhāsaṃkalpa
Śrāvaṇakarmamantrārtha,श्रावणकर्ममन्त्रार्थ,,,,,Śrāvaṇakarmamantrārtha
Śrāvaṇīkarman,श्रावणीकर्मन्,,,,,Śrāvaṇīkarman
Śrībhāgavatabhāvārthadīpikāyāṃ Śrīdharasvāmiviracitāyāṃ navamaskandhe caturviṃśo'dhyāyaḥ,श्रीभागतभावार्थदीपिकायां श्रीधरस्वामीविरचितायां नवमस्कन्धे चतुर्विंशो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavatabhāvārthadīpikāyāṃ Śrīśrīdharasvāmiviracitāyāṃ ṭīkāyāṃ saptamaskandhe pañcadaśo'dhyāyaḥ,श्रीभागतभावार्थदीपिकायां श्रीश्रीधरस्वामीविरचितायां टीकायां सप्तमस्कन्धे पञ्चदशो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavatabhāvārtharthadīpikāyāṃ Śrīdharasvāmīviracitāyāṃ prathamaskandhe ekonaviṃśatitamo'dhyāyaḥ,श्रीभागवतभावार्थदीपिकायां श्रीधरस्वामिविरचितायां प्रथमस्कन्धे एकोनविंशतितमो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavatanavamaskandha,श्रीभागवतनवमस्कन्ध,Puranas,पुराण,,Puranas,
Śrībhāgavate Bhāvārthadīpikāyāṃ Śrīdharasvāmīviracitāyām tṛtīyskandhe,श्रीभागवते भावार्थदीपिकायां श्रीधरस्वामिविरचितायां तृतीयस्कन्धे,Puranas,पुराण,,Puranas,
Śrībhāgavate Bhāvārtharthadīpikāyāṃ caturthaskandhe ekātriṃśo'dhyāyaḥ,श्रीभागवते भावार्थदीपिकायां चतुर्थस्कन्धे एकात्रिंशोध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavate Mahāpurāṇe saptamaskandhe,श्रीभागवते महापुराणे सप्तमस्कन्धे,Puranas,पुराण,,Puranas,
Śrībhāgavate Mahāpurāṇe tṛtīyskandhe Bhāvārthadīpikāyāṃ Śrīdharasvāmīviracitāyāṃ trayastriṃśo' dhyāyaḥ,श्रीभागवते महापुराणे तृतीयस्कन्धे भावार्थदीपिकायां श्रीधरस्वामिविरचितायां त्रयस्त्रिंशो 'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavate bhāvārthadīpikāyāṃ Śrīdharasvāmiviracitāyāṃ aṣṭamaskandhe caturviṃśo'dhyāyaḥ,श्रीभागवते भावार्थदीपिकायां श्रीधरस्वामिविरचितायां अष्टमस्कन्धे चतुर्विंशो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavate bhāvārthadīpikāyāṃ Śrīdharasvāmiviracitāyāṃ navamaskandhe caturviṃśo'dhyāyaḥ,श्रीभागवते भावार्थदीपिकायां श्रीदरस्वामिविराचितायां नवमस्कन्धे चतुर्विंशो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavate mahāpurāṇe ... Bhāvārthadīpikāyāṃ caturthaskandhe,श्रीभागवते महापुराणे ... भावार्थदीपिकायां चतुर्थस्कन्धे,Puranas,पुराण,,Puranas,
Śrībhāgavate mahāpurāṇe caturthaskandhe,श्रीभागवते महापुराणे चतुर्थस्कन्धे,Puranas,पुराण,,Puranas,
Śrībhāgavate mahāpurāṇe dvitīyāskandhe daśamodhyāyaḥ,श्रीभागवते महापुराणे द्वितीयास्कन्धे दशमोध्यायः,Puranas,पुराण,,Puranas,
Śrībhāgavate mahāpurāṇe tṛtīyskandhe Bhāvārthadīpikāyāṃ ŚrīŚrīdharasvāmīviracitāyāṃ trayastriṃśattamī'dhyāyaḥ,श्रीभागवते महापुराणे तृतीयस्कन्धे भावार्थदीपिकायां श्रीश्रीधरस्वामीविरचितायां त्रयस्त्रिंशत्तमी'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāghavate mahāpurāṇe daśamaskandhe kṛṣṇāvatāro'dhyāyaḥ,श्रीभागवते महापुराणे दशमस्कन्धे कृष्णावातारो नामप्रथमो' ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāvārthadīpikāmaṣṭamaskandhe caturviṃśatitamo 'dhyāyaḥ,श्रीभावार्थदीपिकायामष्टमस्कन्धे चतुर्विंशतितमो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībhāvārthadīpikāyāṃ pañcamaskandhe narakānuvarṇanaṃ nāmaṣaḍviṃśatitamodhyāyaḥ,श्रीभावार्थदीपिकायां पंचमास्कन्धे नरकानुवर्णनं नामषड्विंशतितामोध्यायः,Puranas,पुराण,,Puranas,
Śrībhāvārthadīpikāyāṃ Śrīdharasvāmiviracitāyāṃ dvādaśaskandhe trayadaśo' dhyāyaḥ,श्रीभावार्थदीपिकायां श्रीधरस्वामिविरचितायां द्वादशस्कन्धे त्रयोदशो'ध्यायः,Puranas,पुराण,,Puranas,
Śrībādarāyaṇabūta bhāvādhyāya,श्रीबादरायणबूत भावाध्याय,,,,,Śrībādarāyaṇabūta bhāvādhyāya
Śrīdharasvāmiviracitāśrībhāgavatadīpikā iti śrībhāgavate daśamaskandhe ṭīkāyāṃ navatitamo'dhyāyaḥ,श्रीधरस्वामिरजिताश्रीभागवतदीपिका इतिश्रीभागवते दशमस्कन्धे टीकायां नवतितमो'ध्यायः,Puranas,पुराण,,Puranas,
Śrīgaṇeśabhaja,श्रीगणेशभज,,,,,Śrīgaṇeśabhaja
Śrīgītābhāṣya tritīyodhyāyaḥ prāraṃbhaḥ,श्रीगीताभाष्य त्रितीयोध्यायः प्रारम्भः,Bhagavadgītā,भगवद्गीता,,Bhagavadgītā,
Śrīmadbhagavadgītābhāṣyasya hanumadracitasya prāraṃbho'yaṃ,श्रीमद्भगवद्गीताभाष्यस्य हनुमद्रचितस्य प्रारम्भो'यम्,Bhagavadgītā,भगवद्गीता,,Bhagavadgītā,
Śrīmadbhāgavata,श्रीमद्भागवत,Puranas,,,Puranas,
Śrīmahābhārate āraṇyaparvaṇi,श्रीमहाभारते आरण्यपर्वणि,Mahābhārata,महाभारत,,Mahābhārata,
Śrīmahābhārathejagparīkathā,श्रीमहाभारथेजग्परीकथा,Mahābhārata,महाभारत,,Mahābhārata,
Śrīmahārudraprārumbha,श्रीमहारुद्रप्रारंभ,,,,,Śrīmahārudraprārumbha
Śrīpatiṃbhaje 1.1.46,श्रीपतिंभजे १.१.४६,,,,,Śrīpatiṃbhaje 1.1.46
Śrīsūkta,श्रीसूक्त,,,,,Śrīsūkta
Śrīviṣṇordivyasahasranāmāstotrasaṃpūrṇaṃ,श्रीविष्णोर्दिव्यसहस्रनामस्तोत्रसंपूर्णं,Mahābhārata,महाभारत,,Mahābhārata,
Śrīviṣṇordivyasahasranāmāstotraṃ saṃpūrṇaṃ,श्रीविष्णोर्दिव्यसहस्रनामस्तोत्रं संपूर्णं,Mahābhārata,महाभारत,,Mahābhārata,
Śrīviṣṇunāmasahasra,श्रीविष्णुनामसहस्र,Mahābhārata,महाभारत,,Mahābhārata,
Śrīviṣṇusahasranāmaprāmbhaḥ,श्रीविष्णुसहस्रनामस्तोत्रप्रारम्भः,Mahābhārata,महाभारत,,Mahābhārata,
Śrīviṣṇusahasranāmāvaliprārambhaḥ,श्रीविष्णुसहस्रनामावलिप्रारम्भः,Mahābhārata,महाभारत,,Mahābhārata,
Śrīśrīdharasvāmiviracitāyāṃ daśamaskandhaṭīkāyāṃ śrībhāgavatabhāvārthadīpikāyāṃ navatitamo'dhyāyaḥ,श्रीश्रीधरस्वामिविरचितायां दशमस्कन्धटीकायां श्रीभागवतभावार्थदीपिकायां नवतितमो'ध्यायः,Puranas,पुराण,,Puranas,
Śrīśrīdharasvāmīviracitāyāṃ Śrībhāgavatabhāvārthadīpikāyāṃ ṭīkāyāṃ ṣaṣṭaskandhe ekoniviṃśo'dhyāyaḥ,श्रीश्रीधरस्वामीविरचितायां श्रीभागतभावार्थदीपिकायां टीकायां षष्टस्कन्धे एकोनविंशो 'ध्यायः,Puranas,पुराण,,Puranas,
Śubhāśubhaphala,शुभाशुभफल,,,,,Śubhāśubhaphala
Śuddhitattva,শুদ্ধিতত্ত্ৱ,,,,,Śuddhitattva
Śuddhiviveka,शुद्धिविवेक,,,,,Śuddhiviveka
Śuklakṛṣṇaikādaśīvrata,शुक्लकृष्णैकादशीव्रत,,,,,Śuklakṛṣṇaikādaśīvrata
Śukradaśītarddaśāphalavibhāga,शुक्रदशीतर्द्दशाफलविभाग,,,,,Śukradaśītarddaśāphalavibhāga
Śukrāstapūjāvidhi,शुक्रास्तपूजाविधि,,,,,Śukrāstapūjāvidhi
Śukāṣṭaka,शुकाष्टक,,,,,Śukāṣṭaka
Śukāṣṭakastotra,शुकाष्टकस्तोत्र,,,,,Śukāṣṭakastotra
Śvetāśvataropaniṣad,श्वेताश्वतरोपनिषद्,Upanishads,,,Upanishads,
Śvetāśvataropaniṣadvivaraṇa,श्वेताश्वतरोपनिषद्विवरण,,,,,Śvetāśvataropaniṣadvivaraṇa
Śyenacidyāgavidhi,श्येनचिद्यागविधि,,,,,Śyenacidyāgavidhi
Śākalasmṛti,शाकलस्मृति,,,,,Śākalasmṛti
Śānti mantras,,,,,,Śānti mantras
Śāntipaddhati,शान्तिपद्धति,,,,,Śāntipaddhati
Śāntipāṭha,शान्तिपाठ,,,,,Śāntipāṭha
Śāntiratna,,Śāntikamalākara,,,Śāntikamalākara,
Śāntistotra,,,,,,Śāntistotra
Śāntisāra,शान्तिसार,,,,,Śāntisāra
Śāntyupaniṣad,शान्त्युपनिषद्,,,,,Śāntyupaniṣad
Śāradātilaka,,Tantras,,,Tantras,
Śārīkamīmāṃsābhāṣya,शारीकमीमांसाभाष्य,,,,,Śārīkamīmāṃsābhāṣya
Śārīrakabhāṣyabhagavatpādabhāṣyabhāga,शारीरकभाष्यभगवत्पादभाष्यभाग,,,,,Śārīrakabhāṣyabhagavatpādabhāṣyabhāga
Śārīrakabhāṣyavibhāga,शारीरकभाष्यविभाग,,,,,Śārīrakabhāṣyavibhāga
Śārīrakamīmāṃsābhāṣya,शारीरकमीमांसाभाष्य,,,,,Śārīrakamīmāṃsābhāṣya
Śārīraprakaraṇasaṃkṣepaśārīraka,शारीरप्रकरणसंक्षेपशारीरक,,,,,Śārīraprakaraṇasaṃkṣepaśārīraka
Śārīropaniṣad,शारीरोपनिषद्,,,,,Śārīropaniṣad
Śārṅgadharapaddhati,शार्ङ्गधरपद्धति,,,,,Śārṅgadharapaddhati
Śārṅgadharaviracita paddhati,शाङ्र्गधरविरचित पद्धति,,,,,Śārṅgadharaviracita paddhati
Śāstradīpikā,शास्त्रदीपिका,,,,,Śāstradīpikā
Śāstradīpikāvyākhyā,शास्त्रदीपिकाव्याख्या,,,,,Śāstradīpikāvyākhyā
Śāstrasiddhāntaleśasaṃgraha,शास्त्रसिद्धान्तलेशसंग्रह,,,,,Śāstrasiddhāntaleśasaṃgraha
Śāṇḍilyaśatasūtriyabhāṣya,शाण्डिल्यशतसूत्रभाष्य,,,,,Śāṇḍilyaśatasūtriyabhāṣya
Śāṇḍilyopaniṣad,शाण्डिल्योपनिषद्,Upanishads,,,Upanishads,
Śīghrabodha,शीघ्रबोध,,,,,Śīghrabodha
