script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
Script: Hybrida in one hand.,,,,,Gothic minuscule,Q30894934
"Script: Written in a hurried, closely-spaced cursive script by 2 or 3 hands.",,,,,cursive,Q1079418
Script: Written in Gothic script by one hand.,,,,,Gothic minuscule,Q30894934
Script: Written in semi-cursive and cursive by multiple hands.,,,,,cursive,Q1079418
Script: Written in littera textualis.,,,,,Gothic minuscule,Q30894934
Script: Written in a late caroline miniscule.,,,,,Carolingian minuscule,Q785729
Script: Written in a textualis formata with numerous hair-line strokes.,,,,,Gothic minuscule,Q30894934
Script: Written in a textualis formata script with humanistic influences.,,,,,Gothic minuscule,Q30894934
Script: Written in cursive by four separate hands.,,,,,cursive,Q1079418
Script: Possibly written in aksara batak script.,,,,,Batak script,Q51592
Script: Written in cursive by one hand.,,,,,cursive,Q1079418
Script: Written in an italic bookhand by one hand.,,,,,Italic script,Q6093538
"Script: Written in a hybrida formata in two hands; the first hand shows influence from humanist scripts, the second, later hand is rather clumsy and appears only on inserted leaves in quires 5 and 12.",,,,,Gothic minuscule,Q30894934
Script: Written in brown ink in a gothic rounded hand; added paragraph in cursive script with witness signatures on fol. 18r.,,,,,Gothic minuscule,Q30894934
"Script: Cortesana santada, with display script for chapter titles; several scribes.",,,,,Cortesana santada,Q130745923
Script: Title page and headings written in humanist bookhand and very late littera textualis; most of the text is written in italic.,,,,,humanist minuscule|Italic script,Q3953117|Q6093538
"Script: Written in brown and black ink in several hands, mainly in Bastard variations.",,,,,Bastarda,Q32267
"Script: Fine humanistic script with large initial ""I"".",,,,,humanist minuscule,Q3953117
Script: Written in a bâtarde script by at least 2 scribes in brown ink.,,,,,Bastarda,Q32267
Script: Cursive italic hand.,,,,,Italic script|cursive,Q6093538|Q1079418
Script: Written in italic script by one hand.,,,,,Italic script,Q6093538
Script: Mercantesca. Unexecuted initials; rubrics in calligraphic display script; rubrics occur irregularly after fol. 22.,,,,,Scrittura mercantesca,Q63526527
Script: Written in textualis libraria scripts.,,,,,Gothic minuscule,Q30894934
"Script: Fol. i-111v in humanistic cursive book script, except for ""Argumento"" (fol. 1r-2r) in humanistic gothic script; fol. 112r-115r in second hand, also humanistic cursive.",,,,,humanistic cursive,Q33259624
Script: Written in a clear cursive script by one hand.,,,,,cursive,Q1079418
Script: Body of document in cursive anglicana; Elizabeth's name in display script.,,,,,Anglicana,Q55380632
Script: First line in gothic script; document in rounded late gothic script; notary's signature on fol. 6v in bâtarde.,,,,,Gothic minuscule,Q30894934
"Script: Written in a cursive script by 2 hands: fol. 1-125, 160-168: hand of Humphrey Wellys; fol. 126-159: hand of Robert Wellys.",,,,,cursive,Q1079418
Script: Written in cursive hand with headings in calligraphic script.,,,,,cursive,Q1079418
"Script: Written in mercantesca script probably by Giovanni di Piero Landi, to whom the bookkeeping was committed, according to the inscription on fol. 1; later additions in various other hands.",,,,,Scrittura mercantesca,Q63526527
"Script: Written in a gothic script by 2 scribes: scribe 1, fol. 1r-40v; scribe 2, fol. 41r-45v; colophon on 45va mentions one Ronaldus, presumably scribe 2.",,,,,Gothic minuscule,Q30894934
Script: Written in a humanistic cursive script in one hand.,,,,,humanistic cursive,Q33259624
"Script: Written in semi-cursive humanistic script by 2 scribes: scribe 1, fol. 1r-73v; scribe 2, 74r-99v.",,,,,humanist minuscule,Q3953117
"Script: Gothic, in one hand. Marginal annotations in several other contemporary hands.",,,,,Gothic minuscule,Q30894934
Script: Protogothic (a rounded gothic hand with elements of caroline minuscule).,,,,,Protogothic,Q33247835
Script: Written in prehumanistic script in one hand.,,,,,Praehumanistica,Q130751494
Script: Round humanistic script; notes and emendations in humanistic cursive book script.,,,,,humanist minuscule|humanistic cursive,Q3953117|Q33259624
Script: Written in gothico-humanistic script in several hands.,,,,,Gothico-Humanistica,Q130751389
"Script: Written in round gothic book hand (marginal and interlinear gloss in a smaller, less formal hand, but probably by the same scribe).",,,,,Gothic minuscule,Q30894934
"Script: Gothico-humanistic script, written by Jacobus Philipus (of Bergamo?), whose name appears on fol. 81v: ""Iacobus Philipus scripsit die 10 mensis setembris.""",,,,,Gothico-Humanistica,Q130751389
Script: Written in italic script in one hand.,,,,,Italic script,Q6093538
"Script: 1st work written in a humanistic cursive likely by the author, Giovanni Antonio Flaminio; 2nd work written in cursive hand by the author, Perfecto Corazini.",,,,,humanistic cursive,Q33259624
"Script: Written in a semi-cursive script mainly by one hand; fol. 96, written in a second hand and pasted to a stub, evidently as a contemporary correction of an excised original.",,,,,cursive,Q1079418
Script: Written in bastard secretary book hand.,,,,,secretary hand,Q16933853
"Script: Written by one hand in a humanistic cursive script of 2 sizes: larger size for text, smaller for commentary.",,,,,humanistic cursive,Q33259624
Script: Written in mercantesca script in a single hand.,,,,,Scrittura mercantesca,Q63526527
"Script: Fol. 1r-8v written in a hybrida script by one hand, fol. 9r-37v written in a secretary script by a second hand.",,,,,Gothic minuscule|secretary hand,Q30894934|Q16933853
Script: Gothic in Franco-Flemish hand.,,,,,Gothic minuscule,Q30894934
"Script: Written in a French Gothic script by one hand, or possibly two hands. Corrections to text and added notes and passages by another hand in a lighter-brown ink.",,,,,Gothic minuscule,Q30894934
"Script: Fol. 1-5v written in an upright humanistic book hand; thereafter text written in a humanistic cursive script, perhaps by several hands; copious marginal notes in several hands.",,,,,humanist minuscule|humanistic cursive,Q3953117|Q33259624
"Script: Written in Caroline miniscule; fol. 1r-5v by one hand, fol. 6r-v by a second hand.",,,,,Carolingian minuscule,Q785729
Script: Written in humanistic cursive by one hand.,,,,,humanistic cursive,Q33259624
Script: Written in a rounded gothic script by one hand.,,,,,Gothic minuscule,Q30894934
"Script: Bâtarde; headings in red; in the hand of Gontier Col, secretary of Jean, duc de Berry.",,,,,Bastarda,Q32267
Script: Body of text written in a cursive Gothic script by one hand with Gothic display script for chapter openings and explicit.,,,,,Gothic cursive,Q33247994
"Script: Early rounded gothic hand except for first 7 lines of fol. 2r, which are in uncials; 1 scribe for both text and gloss. Marginal notes in a 17th century hand.",,,,,Gothic minuscule|uncial script,Q30894934|Q784235
Script: Cursive script; 2 scribes (one for fol. 1-126; the second for fol. 129-170).,,,,,cursive,Q1079418
Script: Written in bolorgir script by one hand.,,,,,bolorgir,Q31193864
Script: Cursive; many different scribes.,,,,,cursive,Q1079418
"Script: Gothic script, with addition of Anglo-Saxon letter thorn.",,,,,Gothic minuscule,Q30894934
Script: Written in a cancelleresca script by one hand.,,,,,chancery hand,Q2849287
Script: Written in a notarial script by several hands.,,,,,documentary hand,Q69525889
Script: Written in Anglicana script in several hands.,,,,,Anglicana,Q55380632
Script: Written in humanistic script by one hand.,,,,,humanist minuscule,Q3953117
"Script: Written mostly in littera bononiensis in 3 hands: Scribe 1, fol. 1r-20r, 37r-61v; scribe 2, fol. 21r-36v; 3rd hand, humanistic cursive, fol. 44r-45r.",,,,,littera Bononiensis|humanistic cursive,Q130745889|Q33259624
Script: Written in a transitional script by one hand.,,,,,Protogothic,Q33247835
Script: Written in a hybrida script by one hand.,,,,,Gothic minuscule,Q30894934
Script: Written in a formal gothic book hand in 2 sizes according to liturgical function. Fol. 133v-135 by a different scribe.,,,,,Gothic minuscule,Q30894934
Script: Fol. 1-134 written in 2 sizes of a spikey formal gothic book hand; fol. 135-141 written in 2 sizes of a somewhat rounder gothic book hand.,,,,,Gothic minuscule,Q30894934
"Script: Gothic script, with marginal notes in a later hand in semi-gothic cursive (cf. fol. 33r).",,,,,Gothic minuscule,Q30894934
"Script: Written in a mercantesca script (probably in one hand, but with greater and lesser haste).",,,,,Scrittura mercantesca,Q63526527
Script: Text in humanistic book script; titles and names of characters in rustic capitals.,,,,,humanist minuscule|rustic capitals,Q3953117|Q1034681
Script: Written in a gothic script possibly by 2 hands (change of hand on fol. 47r and 73r).,,,,,Gothic minuscule,Q30894934
Script: Written in an (idiosyncratic) humanistic cursive script by one hand.,,,,,humanistic cursive,Q33259624
Script: Written in an early gothic script in one hand.,,,,,Gothic minuscule,Q30894934
Script: Bâtarde; 3 scribes.,,,,,Bastarda,Q32267
Script: Written in a bâtarde with calligraphic features by one hand in brown ink.,,,,,Bastarda,Q32267
"Script: Humanistic, with headings in rustic roman capitals. 3 scribes: A, 1-88; B, 155-188; C, 188-300.",,,,,humanist minuscule|rustic capitals,Q3953117|Q1034681
Script: Written in an elegant formal bâtarde script; fol. 63-64v and 66-67v copied by a second scribe in a larger and rounder version of the same script.,,,,,Bastarda,Q32267
"Script: Written by various hands, mostly in gothic-humanistic scripts, with some italic cursive script; in black ink. Fol. 177v blank.",,,,,Gothico-Humanistica|Italic script,Q130751389|Q6093538
Script: Written in cursive and semi-cursive by multiple hands.,,,,,cursive,Q1079418
"Script: Written in a Gothic rotunda in black ink with red rubrics. Early arabic foliation, ""2"", upper outer margin recto; slightly later arabic pagination in outer margins, ""3"" and ""4"" as expected, since this was the second leaf of the manuscript.","a Gothic rotunda in black ink with red rubrics Early arabic foliation, ""2"", upper outer margin recto; slightly later arabic pagination in outer margins, ""3"" and ""4"" as expected, since this was the second leaf of the manuscript",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Written in a gothic bookhand in brown ink with red rubrics. Errors corrected by scraping away text or extending lines into the margins; where corrections extend into margins, extra ruling is added and red pen-flourishes surround the text.","a gothic bookhand in brown ink with red rubrics Errors corrected by scraping away text or extending lines into the margins; where corrections extend into margins, extra ruling is added and red pen-flourishes surround the text",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a humanistic book script by what appears to be a single hand, with the last ten lines of the court record proper interpolated, written in a different hand (f. 72v). Later notes in a less formal cursive script (f. 72v-74r).","a humanistic book script by what appears to be a single hand, with the last ten lines of the court record proper interpolated, written in a different hand (f 72v) Later notes in a less formal cursive script (f 72v-74r)",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
"Script: Written in a Gothic cursive script in the hand of the notary Angelus Johanutti de Montegranario (see signatures on f. 1r, 22v, 36v, 43v, 46v, 49v and 68v).  His name in Italian might be Angelo Giovannuzzi (see description by H. P. Kraus).","a Gothic cursive script in the hand of the notary Angelus Johanutti de Montegranario (see signatures on f 1r, 22v, 36v, 43v, 46v, 49v and 68v)  His name in Italian might be Angelo Giovannuzzi (see description by H P Kraus)",Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
"Script: Written in a cursive script by several hands, including Robert Caldwell in the latter part of the codex. Several notes in a later hand throughout; small leaf containing a medical prescription for stomach trouble bound in between fol. 22 and 23; loose leaf tipped in between fol. 51 and 52.",,,,,cursive,Q1079418
"Script: Written in a humanistic cursive script, possibly in the hand of the author.  After the end of the text there is one line of Latin in a later hand (f. 30r). There is also a note in Italian on the front flyleaf verso in a much later hand.","a humanistic cursive script, possibly in the hand of the author  After the end of the text there is one line of Latin in a later hand (f 30r) There is also a note in Italian on the front flyleaf verso in a much later hand",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script: Written in Gothic book script by Katherina Mast, Cistercian sister with associations to the Cistercian abbeys of Valliers and Hertogendal and Valduc (Peter Kidd; f. 229v). Musical notation at the bottoms of a number of leaves in a second hand.","Gothic book script by Katherina Mast, Cistercian sister with associations to the Cistercian abbeys of Valliers and Hertogendal and Valduc (Peter Kidd; f 229v) Musical notation at the bottoms of a number of leaves in a second hand",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Primarily written in a northern gothic textualis formata (textus quadratus) in black ink with red rubrics. Secondary hand in a gothic cursive on folios 20 and 70, both singletons with blank spaces where miniatures should be. The secondary hand is written with a red-tinted ink.","Primarily written in a northern gothic textualis formata (textus quadratus) in black ink with red rubrics Secondary hand in a gothic cursive on folios 20 and 70, both singletons with blank spaces where miniatures should be The secondary hand is written with a red-tinted ink",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script: Written in a Gothic book script by several hands; text is continued in a later [possibly early 14th-century?] hand (f. 61v-65v), with headings added in a slightly later hand and marginal notes in several hands; includes a number of pointing fingers or hands, some humorous.","a Gothic book script by several hands; text is continued in a later [possibly early 14th-century?] hand (f 61v-65v), with headings added in a slightly later hand and marginal notes in several hands; includes a number of pointing fingers or hands, some humorous",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in a Gothic book script by two different hands, the first (f. 1-4) from the early 13th century, the second (f. 5-47) from the second half of the 13th century (Zacour-Hirsch); marginal annotations in other hands.","a Gothic book script by two different hands, the first (f 1-4) from the early 13th century, the second (f 5-47) from the second half of the 13th century (Zacour-Hirsch); marginal annotations in other hands",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Incipits: voluntate patris filius incarnatus ...; Vox ad patrem pertinet semper baptizatum ...; Ecce patrem credimus Christum generavit ...; Nos per inches per secondum erimus omnes iudicati ...;Script: bastarda (15th c.),Incipits: voluntate patris filius incarnatus ; Vox ad patrem pertinet semper baptizatum ; Ecce patrem credimus Christum generavit ; Nos per inches per secondum erimus omnes iudicati ;bastarda (15th c),Discuss,,,Bastarda,Q32267
"Script: Written in a humanistic bookhand in black ink with some spaces for rubrics left blank, others filled with 2-line epigraphic capitals in black ink. Spaces left for 3-line initials, some later filled with black epigraphic capitals.","a humanistic bookhand in black ink with some spaces for rubrics left blank, others filled with 2-line epigraphic capitals in black ink Spaces left for 3-line initials, some later filled with black epigraphic capitals",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
